identifier,recipe_en,recipe_zh,production_en,production_zh,use_en,use_zh,hazard_en,hazard_zh
OMNI_PT_FRIT,FEOX + ZNOX beside CATA at 900 to 1500 K -> 2 FRIT; an incoming SPRK becomes heat.,氧化铁 + 氧化锌在 900 至 1500 K 的催化剂旁 -> 2 份铁氧体；输入火花会转化为热量。,Combine iron oxide and zinc oxide beside a hot catalyst.,在高温催化剂旁混合氧化铁与氧化锌制得。,"Magnetic-core, pulse-loss and resistive-heating experiments.",磁芯、脉冲损耗和电阻发热实验。,Repeated pulses can overheat nearby temperature-sensitive material.,连续脉冲会使附近热敏材料过热。
OMNI_PT_PMAG,NEOD + IRON + BORO beside CATA at 1250 to 1900 K -> 3 PMAG; PMAG attracts IRON and bends ELEC.,钕 + 铁 + 硼在 1250 至 1900 K 的催化剂旁 -> 3 份永磁材料；永磁材料吸引铁并偏转电子。,"Combine neodymium, iron and boron beside a hot catalyst.",在高温催化剂旁混合钕、铁和硼制得。,"Permanent-field, electron-deflection and magnetic-attraction experiments.",永久磁场、电子偏转和磁力吸引实验。,Moving electrons and attracted iron can disturb nearby structures.,偏转电子和被吸引的铁可能扰动附近结构。
OMNI_PT_SMAG,IRON + SLCN beside CATA at 1050 to 1700 K -> 2 SMAG; nearby SPRK magnetises it temporarily.,铁 + 硅粉在 1050 至 1700 K 的催化剂旁 -> 2 份软磁材料；附近火花会使其暂时磁化。,Combine iron and silicon beside a hot catalyst.,在高温催化剂旁混合铁与硅粉制得。,"Temporary magnetic circuits, switching and field-decay experiments.",临时磁路、开关和退磁实验。,Repeated sparks add heat and can keep the material magnetised.,连续火花会升温并使材料保持磁化。
OMNI_PT_PZCR,LEAD + ZIRC + TIOX beside CATA at 1150 to 1900 K -> 3 PZCR; strong pressure produces SPRK.,铅 + 锆 + 二氧化钛在 1150 至 1900 K 的催化剂旁 -> 3 份压电陶瓷；较大压力会产生火花。,"Combine lead, zirconium and titanium dioxide beside a hot catalyst.",在高温催化剂旁混合铅、锆和二氧化钛制得。,"Pressure sensing, pulse generation and insulating-ceramic experiments.",压力感应、脉冲产生和绝缘陶瓷实验。,Sudden pressure produces electrical and mechanical pulses.,骤增压力会产生电气和机械脉冲。
OMNI_PT_TELC,BISM + TELL beside CATA at 650 to 1200 K -> 2 TELC; a 120 K local temperature difference produces SPRK.,铋 + 碲在 650 至 1200 K 的催化剂旁 -> 2 份热电材料；附近温差达到 120 K 时产生火花。,Combine bismuth and tellurium beside a warm catalyst.,在温热催化剂旁混合铋与碲制得。,"Thermoelectric sensing, heat-flow and temperature-gradient experiments.",热电感应、热流和温度梯度实验。,Large temperature differences produce current and move heat.,较大温差会产生电流并传递热量。
OMNI_PT_SUPC,YTTR + BARI + CUOX + OXYG beside CATA at 1150 to 1900 K -> 4 SUPC; below 120 K it carries SPRK.,钇 + 钡 + 氧化铜 + 氧气在 1150 至 1900 K 的催化剂旁 -> 4 份超导材料；低于 120 K 时传导火花。,"Combine yttrium, barium, copper oxide and oxygen beside a hot catalyst.",在高温催化剂旁混合钇、钡、氧化铜和氧气制得。,"Cryogenic conduction, switching and thermal-threshold experiments.",低温导电、开关和温度阈值实验。,Cryogenic material warms quickly when exposed to current or hot surroundings.,低温材料接触电流或高温环境时会迅速升温。
OMNI_PT_GRPH,GRAN beside CATA at 900 to 1500 K and pressure 3 or higher -> GRPH; hot OXYG oxidises it.,石墨负极在 900 至 1500 K、压力不低于 3 的催化剂旁 -> 石墨烯；高温氧气会使其氧化。,Compress graphite anode material beside a hot catalyst.,在高温催化剂旁压制石墨负极材料制得。,"High-conductivity sheets, heat spreading and photon-transmission experiments.",高导电薄层、热扩散和透光实验。,Hot oxygen consumes the carbon and releases carbon dioxide.,高温氧气会消耗碳并释放二氧化碳。
OMNI_PT_CNTB,2 GRPH beside CATA at 900 to 1500 K -> 2 CNTB; extreme pressure collapses CNTB into GRPH.,2 份石墨烯在 900 至 1500 K 的催化剂旁 -> 2 份碳纳米管；极端压力会使其塌缩为石墨烯。,Combine two graphene particles beside a hot catalyst.,在高温催化剂旁使两份石墨烯结合。,"Strong conductive structures, pressure response and nanocarbon experiments.",高强导电结构、压力响应和纳米碳实验。,Extreme pressure permanently changes the nanotube structure.,极端压力会永久改变纳米管结构。
OMNI_PT_AERG,QRTZ + WATR beside CATA at 350 to 520 K and pressure -20 or higher -> 2 AERG; high pressure collapses it.,石英 + 水在 350 至 520 K、压力不低于 -20 的催化剂旁 -> 2 份气凝胶；高压会使其塌缩。,Combine quartz and water beside a warm catalyst.,在温热催化剂旁混合石英与水制得。,"Lightweight insulation, transparency and pressure-collapse experiments.",轻质隔热、透明和受压塌缩实验。,Pressure destroys the porous structure and changes it into quartz.,压力会破坏多孔结构并使其转为石英。
OMNI_PT_CFRP,CNTB + EPXY beside CATA at 330 to 550 K -> 2 CFRP; excessive heat produces SMKE.,碳纳米管 + 固化环氧在 330 至 550 K 的催化剂旁 -> 2 份碳纤维复合材料；过热会产生烟。,Combine carbon nanotube material with cured epoxy beside a warm catalyst.,在温热催化剂旁混合碳纳米管与固化环氧制得。,Strong lightweight structures and conductive-composite experiments.,高强轻质结构和导电复合材料实验。,Excessive heat decomposes the binder and releases smoke.,过热会分解粘结相并释放烟雾。
OMNI_PT_LCOB,LITH + COBT + OXYG beside CATA at 900 to 1600 K -> 3 LCOB; SELE links charge transfer to GRAN.,锂 + 钴 + 氧气在 900 至 1600 K 的催化剂旁 -> 3 份钴酸锂；固态电解质可与石墨负极交换电荷。,"Combine lithium, cobalt and oxygen beside a hot catalyst.",在高温催化剂旁混合锂、钴和氧气制得。,"Battery cathodes, charge transfer and thermal-runaway experiments.",电池正极、电荷转移和热失控实验。,Overheating charged material releases heat and oxygen-rich flame.,带电材料过热会释放热量和富氧火焰。
OMNI_PT_GRAN,COAL beside CATA at 1500 to 2400 K -> GRAN; charged GRAN transfers charge through SELE.,煤在 1500 至 2400 K 的催化剂旁 -> 石墨负极；带电石墨负极可通过固态电解质传递电荷。,Graphitise coal beside a very hot catalyst.,在极高温催化剂旁使煤石墨化。,"Battery anodes, charge storage and graphene feedstock experiments.",电池负极、储存电荷和石墨烯原料实验。,High-temperature production and charged circuits can heat nearby material.,高温生产和带电电路会加热附近材料。
OMNI_PT_SELE,LITH + LANT + ZIRC + OXYG beside CATA at 1300 to 2200 K -> 4 SELE; it links LCOB and GRAN charge transfer.,锂 + 镧 + 锆 + 氧气在 1300 至 2200 K 的催化剂旁 -> 4 份固态电解质；它可在钴酸锂与石墨负极之间传递电荷。,"Combine lithium, lanthanum, zirconium and oxygen beside a hot catalyst.",在高温催化剂旁混合锂、镧、锆和氧气制得。,"Solid-state batteries, insulation and controlled charge-transfer experiments.",固态电池、绝缘和受控电荷转移实验。,Hot cathodes can still trigger nearby battery thermal runaway.,高温正极仍可能引发附近电池热失控。
OMNI_PT_ITOX,INDI + TINN + OXYG beside CATA at 850 to 1500 K -> 3 ITOX; ITOX conducts while passing light.,铟 + 锡 + 氧气在 850 至 1500 K 的催化剂旁 -> 3 份氧化铟锡；氧化铟锡可导电并透光。,"Combine indium, tin and oxygen beside a hot catalyst.",在高温催化剂旁混合铟、锡和氧气制得。,"Transparent electrodes, powered windows and optical-conductor experiments.",透明电极、通电窗体和光学导体实验。,Hot synthesis and electrical current can heat nearby transparent structures.,高温合成和电流会加热附近透明结构。
OMNI_PT_PCMT,GERM + ANTM + TELL beside CATA at 850 to 1500 K -> 3 PCMT; strong heating clears conduction and annealing restores it.,锗 + 锑 + 碲在 850 至 1500 K 的催化剂旁 -> 3 份相变存储材料；强热会阻断导电，退火后恢复。,"Combine germanium, antimony and tellurium beside a hot catalyst.",在高温催化剂旁混合锗、锑和碲制得。,"Thermal memory, reversible conduction and phase-change experiments.",热存储、可逆导电和相变实验。,Rapid heating changes the stored state and may affect nearby circuits.,快速加热会改变存储状态并影响附近电路。
OMNI_PT_ECHR,TUNG + OXYG + QRTZ beside CATA at 950 to 1800 K -> 3 ECHR; each electrical pulse toggles its colour.,钨 + 氧气 + 石英在 950 至 1800 K 的催化剂旁 -> 3 份电致变色材料；每次电脉冲都会切换颜色。,"Combine tungsten, oxygen and quartz beside a hot catalyst.",在高温催化剂旁混合钨、氧气和石英制得。,"Switchable windows, optical indicators and pulse-state experiments.",可调窗体、光学指示和脉冲状态实验。,Repeated pulses add heat to nearby powered structures.,连续脉冲会使附近通电结构升温。
OMNI_PT_PHRS,ERES + PSTY beside CATA at 330 to 500 K -> 2 PHRS; PHOT exposure lets ACET remove the exposed material.,环氧树脂 + 聚苯乙烯在 330 至 500 K 的催化剂旁 -> 2 份光刻胶；曝光后可由丙酮移除。,Combine uncured epoxy resin and polystyrene beside a warm catalyst.,在温热催化剂旁混合未固化环氧树脂和聚苯乙烯制得。,"Optical patterning, exposure and solvent-development experiments.",光学图案、曝光和溶剂显影实验。,Acetone removes exposed coating and excessive heat produces smoke.,丙酮会移除曝光涂层，过热会产生烟雾。
OMNI_PT_DIEL,BARI + TIOX beside CATA at 1000 to 1700 K -> 2 DIEL; repeated pulses charge it before discharge to a conductor.,钡 + 二氧化钛在 1000 至 1700 K 的催化剂旁 -> 2 份介电陶瓷；连续脉冲会先充电，随后向导体放电。,Combine barium and titanium dioxide beside a hot catalyst.,在高温催化剂旁混合钡和二氧化钛制得。,"Charge storage, delayed discharge and high-dielectric insulation experiments.",电荷存储、延迟放电和高介电绝缘实验。,Stored charge can discharge unexpectedly into an adjacent conductor.,储存的电荷可能突然向相邻导体放电。
